id,comment,df
1338819902906542_1339327486189117,انا شخصيا مع التعامل ببرود مع كل ما يطفوا على السطح مثل لوح الثلج والتعامل مع كل هالزعبرات من جميع الاطراف بكل برود وخلي سفينة المصالحه اتعدي ومافي حد حاكم فعليا على شي تحت الاحتلال فخلينا انركز على المفيد والكلام وارتداداته كلها تحصيل حاصل مقصدها توقف عجلة المصالحه التي بدات فعليا فطج بها العالم اجمع، وهنا اراهن على رجاحة العقل والثقل الثقافي للعقليه الفلسطينيه التي عانت سنوات من الانقسام وراهنت على المصالحه وفعليا كل واحد حر برايه وكل واحد بنام على الجمب اللي بريحه ولا تختلفوا فتذهب ريحكم وخلينا انشوف هالفلم للاخر، و ربنا يقدم الخير للجميع، واللي بده الدح ما بقول اح، واللي بلاعب القط باستحمل خرميشه، واحنا كشعب لوح ثلج ومكملين للمصالحه واللي مش عاجبه يشرب من بحر غزه ويتمضمض سبعة مرات واحداها بالتراب على راي ابوعمار رحمه الله، ودوام الحال من المحال، وما راح ننتكب اكثر من نكبتنا، حتى لو دحلوا على اهل غزه بامشاط من مسامير شالت اللحم عن العظم لن يرضوا بغير العزه والفخار للشعب الفلسطيني وكل شي باتعدل وباتجلس حبه حبه وبازداد محبه ولنعمل الصواب حتى لو على قص رقابنا والمسيء لنفسه والمحسن لنفسه وكل هالضجيج بعد بداية فلم المصالحه متوقع ويجب التعامل معه بحرفية شعبية متوحده لتمضي سفينة الوطن وللتقدم عجلة النماء رغم انف جميع المتآمرين على الوطن من القمه للقاع وما بشيل الراس الا اللي خلقها وعلى بال مين ياللي بترقص في العتمه فالوحده الفلسطينيه جامعه وما قيادتنا الا فرد من افراد الشعب يصيب ويخطئ ولا يصح الا الصحيح في النهايه من خلاصة تجارب الايام ولنتعلم من مصر وكلها ثلاثة ايام والمستخبي يبان ودمتم سالمين,1
1338044766317389_1338053792983153,انا كاتب فلسطينيُ.. أحياناً أشعُرُ أنّ لا احدْ يفهَمنـــْي .. لكنْ بعضْ الكتابات التىَ تنال أعجاب البعضَ تشعرنيْ أنْ هناكَ اشخاصاً في هذا العالَمْ .. تشعُرُ بما أشعُرُ تماما .آنَ كُل حَرفٍ يُكتب هُنَا هو عَنْك و لَك..للعقول الراقيه فضلا وليس امرا متآبعهَ,1
1347561822032350_1347840632004469,انا لا أومن بما تقول ولكنني سأدافع حتى الموت عن حقك في ان تقول ما تؤمن به.,1
1348846121903920_1348858838569315,انا مصرى عربى أصيل بلاد الشام هى بلادى بقوله بكل صوت عالى كنتم افضل وكأس العالم هو من خسركم وليس انتم شرفتم العروبه كله وبلادكم وكلنا نحياكم,1
1338819902906542_1338997866222079,انا معك في الراي,1
1346794905442375_1346906605431205,انا من الاردن وبحكي الف_مبروووك لمصر إلا هاااض,1
1346377122150820_1346406528814546,انا من الجزائر و نتمنى يفوز المنتخب المصري و يتأهل و يشرفنا 😍😍,1
1347772675344598_1348082715313594,انا من المغرب واحب أرض فلسطين كثيرا وأوجه لكل الفلسطينيين تحية جد كبيرة,1
1346843865437479_1347340225387843,انا من مصر وعايز اغنيه لمصر من حضرتك,1
1346750918780107_1346802138774985,انا💪💪,1
1348853605236505_1349341421854390,انت اطلعت بتشجع كل شي وبتغني لكل شي,1
1342430042545528_1346816325440233,انت بتعرف شو يعني انتفاضه,1
1340258989429300_1340268879428311,انت رمز فلسطين يا قاسم,1
1346750918780107_1346780662110466,انت فلسطيني وعربي من كل عقلك جاي تعرف مين بنشجع اكيد كل التوفيق لمنتخب الكونغو 😂,1
1346843865437479_1346844468770752,انتا اصيل يا قاسم ❤ بدنا موال,1
1346843865437479_1347202775401588,انتا راجل محترم,1
1350008335121032_1350335598421639,انتو وقعتو بحب الشعب الفلسطيني كلو 😍 قاسم النجار,1
1346377122150820_1348902515231614,انشا الله_يفوز المنتخب المصري ايا تحية جزائرية كبيرة للمنتخب,1
1338609922927540_1338655882922944,انشاء_الله  على خير,1
1338044766317389_1338594006262465,انشاء_الله أتم على خير,1
1347772675344598_1347782965343569,انشاء_الله نفوز,1
1346377122150820_1346386148816584,انشااء الله مصر بتتأهل هيي وسوريا 👌👆,1
1346377122150820_1346547475467118,انشالله بفوزو وبدنا الشعب الفلسطيني كلو يشجع المنتخب السوري ليتأهل لكأس العالم,1
1346843865437479_1346960385425827,انشالله بنبقى طول عمرنا بنفرح للشعوب العربية يمكن يحسوا فينا وباتراحنا,1
1338044766317389_1338429726278893,انشالله تدوم هي المصالحه ونتوحد جميعا ونحرر فلسطين باذن الله,1
1340454732743059_1340483022740230,انشالله تكون خييير هالمصالحة وما يصير اشي من وراها,1
1338044766317389_1338412262947306,انشالله والتمام بيكون ع خير,1
1338044766317389_1338419976279868,انشالله والتمام بيكون ع خير,1
1338724576249408_1339262096195656,انشالله_يارب النصر قريب,1
1338724576249408_1338729306248935,انه موقف تقشعر له الابدان فرحا,1
1341268179328381_1342184612570071,اه والله,1
1341046119350587_1345811312207401,اه والله,1
1338627609592438_1338742249580974,اه والله ✌✌,1
1338627609592438_1338630599592139,اه والله ✌️✌️✌️✌️,1
1338892866232579_1339048562883676,اه والله محتاجك يااخي,1
1345256115596254_1345801332208399,اه والله ويسود السرور بدل الشرور ويسود الحب بدل الحروب يسعدصباحك خي قاسم,1
1346443225477543_1346784918776707,اه وله ليت الزمان يعود يوما,1
1338044766317389_1338925436229322,اهلا وسهلا بكم  اهلا وسهلا بحكومة الوفاق الوطنى  اهلا وسهلا بسيادة الوزير  د.رامى الحمد الله    #محمود #خريج2012 #محمود #لازم #يتوظف,1
1338044766317389_1338925526229313,اهلا وسهلا بكم  اهلا وسهلا بحكومة الوفاق الوطنى  اهلا وسهلا بسيادة الوزير  د.رامى الحمد الله    #محمود #خريج2012 #محمود #لازم #يتوظف,1
1339924086129457_1340448432743689,اهم  اشي توحد القلوب,1
1346803562108176_1346828985438967,اول اشي الف الف_مبروك ل محمد صلاح  ثاني اشي والله انك مضحك يا قاسم متقلب المزاج  ثالث اشي الناس كلها بتحبك وانا أولهم لا تخلي الناس تكرهك,1
1338044766317389_1339240912864441,اول خطوة في طريق النصر ان_شاء_الله تعالى,1
1350008335121032_1350336615088204,اووه 😍😍😍,1
1349073751881157_1349089441879588,اوووووه  فخامه صايرين  ربنا يزيد 😍😍😍😍😍😍,1
1342430042545528_1342441142544418,اويلييييي 😍😍✋,1
1348853605236505_1349931608462038,اي والله مبروك ع البطولة,1
1346443225477543_1346679685453897,ربنا يحفظكم,1
1342225145899351_1342245612563971,ربنا يحفظه ويديمه الغالي وما يحرمنا منه تاج راسنا  محمد جابر,1
1339924086129457_1339963439458855,ربنا يحميكم,1
1346843865437479_1347054332083099,ربنا يرجعلكم ارضكم باذن الرحمن اهل فلسطين اهلنا وكلنا اخوات😊,1
1338044766317389_1339116162876916,ربنا يستر على حماس,1
1338044766317389_1339201329535066,ربنا يصلح هالحال,1
1338044766317389_1338545232934009,ربنا يوفق,1
1338044766317389_1338707272917805,ربنا يوفقكم,1
1338044766317389_1338971702891362,ربنا يوفقهم  ويصلح احوالهم,1
1338645322924000_1338660616255804,ربنا يوفقهم لانه تعبنااااا 😁,1
1341046119350587_1341048696016996,ربناا ككريم والنا النصر ...هاد وعد من ربناا 😍😍,1
1338819902906542_1339321232856409,ربي يحفظكم ياشعب فلسطين,1
1338953806226485_1339118166210049,رّبي يديمها ويوحد بين الصفوف ويؤلف بين قلوبهم يارّب ... 🙌🏼,1
1348853605236505_1348985445223321,رّبي يفرجها عليهم ويزيل همهم  ...  بس شو احلى شي الواحد يغني في مكان كلو صّدى  😁,1
1339189969536202_1339227759532423,ربي يهدي بال الجميع 😍,1
1348804235241442_1348815215240344,رجال,1
1349073751881157_1349079045213961,رجلنا خضراا ع المنتخب 😍😍,1
1346377122150820_1346659368789262,رغم كل شي الا اننا نتمنا التوفيق للمنتخب الشقيق مصر ❤⚘⚘⚘💙,1
1349073751881157_1349171018538097,رفعو راسنا الله_يحميهم الشباب,1
1338044766317389_1338340276287838,رهيبة هههه,1
1341479695973896_1341509329304266,روعة حطها خلفية,1
1338044766317389_1342080652580467,روعه تسلم إيدك يا غالى ربي يسعدكم ويحميكم ويخليكم,1
1342430042545528_1342959539159245,روووائعك,1
1348853605236505_1349857161802816,روووووووعه ماشاء الله,1
1338645322924000_1338651212923411,ريتها ماتبلي هالضحكة الحلوة ياحجة,1
1345653782223154_1345654238889775,ريتو سبع بركاات كماا باارك محمد على جبل عرفاات,1
1344917422296790_1345089018946297,زمان كانو يدقوا ويكبسوة مع الفلفل والليمون ويضعوه في اجرار من الفخار اه ما اطيبوا,1
1339189969536202_1339192726202593,زى ما احنا ما غيرو شى لسا 😌😏😂,1
1339189969536202_1339277092860823,زي ما احنا يا كبير ههههه بي في تفائل كبيررررررر,1
1339189969536202_1339194702869062,زي محنا يا حج بنتابع الاخبار زينا زيك . شد حالك بدنا الياك عنا عن قريب,1
1345046102283922_1345046792283853,زينةة الحكي ❤,1
1338044766317389_1349265071862025,سبحان الله,1
1345653782223154_1345671105554755,ستتاهل تونس والمغرب ومصر باذن_اللهوسوريا ايضا اضافة الى السعودية المتاهلة سلفا  اخبروني هل بامكانكم ان تقومو بما قامت به الجزائر في البرازيل فقد رفعت اسم فلسطين  فلسطين الشهداء دوت في ملاعب البرازيل هل سنسمعها في روسيا  اعذرينا يا فلسطين فالجزائر مريضة,1
1345046102283922_1345204455601420,سعادة بحت 😍😍😍😍,1
1346750918780107_1346756778779521,سعادتنا كانت غامرة ولا توصف بتأهل الأخضر إلي المونديال 🇸🇦 ..و منذ أيام كانت قلوبنا وعقولنا مع نسور قاسيون 🇸🇾 .. وبالأمس شجعنا بكل شغف ولهفة نسور قرطاج 🇹🇳 وأسود الأطلسي 🇲🇦 .. والليلة أنا مصري وكلنا مصريون ، كلنا مع الفراعنة بكل جوارحنا 🇪🇬 ..   نعم يا سادة إنها كرة القدم .. لها مفعول السحر .. لا تستهينوا بها أبداً ، فإنها بالحق تملك القدرة علي فعل ما لا يقدر عليه غيرها ..   كرة القدم يا سادة تجمع الشعوب وما بالكم عندما تكون شعوب عربية ، تجري في عروقها العروبة .. شكراً أيتها الساحرة المستديرة علي لحظات الاتحاد والوحدة التي نعيشها هذه الأيام بفضلك ⚽🏆  #روسيا_هتتكلم_عربي,1
1344917422296790_1344920925629773,سلام لكم يا اهل فلسطين نحن في الجزائر مانعملو هيك,1
1348853605236505_1349779748477224,سوريا الله حاميها,1
1348853605236505_1349938708461328,سوريا في القلب دائما,1
1348853605236505_1348858678569331,سوريا كل الفخر ✌❤💚,1
1345653782223154_1346123918842807,سوريا كمان ضايلها لعبة يوم الثلاثاء لو جابت تعادل راح تتاهل,1
1348804235241442_1348809521907580,سوريااااااا ... أداء مشرف غصب عن الحاقدين .... منرفع الراس فيهن,1
1348804235241442_1348807255241140,سوريااااااااااا,1
1338724576249408_1338773656244500,شامخة يا أنس جمال الشريف,1
1346443225477543_1346571278798071,شذى الورد حروف على ورق 😘 فاكرين أحلى أيام ي صبايا,1
1346843865437479_1346859432102589,شعب  واحد مو شعبين  فلسطينمصر,1
1341268179328381_1341892455932620,شعبنا واحد لا شعبين ودما واحد يسير  بشراين,1
1347355318719667_1347361612052371,شعراتك 🙊❤,1
1340454732743059_1340468796074986,شعور داخلي من جواي لا يمكن وصفه 😍😍😍....اخوكم من الاردن,1
1340454732743059_1340455386076327,شعور لا بأس به  يحتاج إلى تطبيق على ارض الواقع  يا_رب,1
1340454732743059_1340455462742986,شعوري انه قرب النصر ونشاله رح نتحرر,1
1338953806226485_1339018252886707,شفنا هالصورة كزا مرة قبل هيك ، ما نستعجل  يارب خير لهالشعب الغلبان,1
1346377122150820_1346382005483665,شكرآ اخي الكريم والمصريين مش بينسو الي وقف معهام مهما طال الزمان,1
1350008335121032_1350085795113286,شكرا الكم كان حفل كثييير رائع,1
1348853605236505_1349885575133308,شكرا قاسم النجار تحيه من سوريا الاسد,1
1348853605236505_1348989385222927,شكرا لتعاطفكم ووهاردلك لسوريا,1
1346803562108176_1347234862065046,شكرا لك اخى قاسم,1
1346750918780107_1346802998774899,شكرا لكل شاب او فتاه تشجع المنتخب المصرى ولكل محترم ابن محترم قال كلام غلط عنها فالكل يعلم من انت وشكر,1
1344194182369114_1344258769029322,شكرا للشعب الفلسطيني من القلب ❤,1
1348853605236505_1348857608569438,شكرا من القلب,1
1348853605236505_1348864285235437,شكرا من القلب كل التحية لشعب فلسطين,1
1348804235241442_1348809078574291,شكرا نسور قاسيون انتم لستم نسوراً انتم قلاع لا تخترق شكرا لكم فرداً فرداً انسيتمونا الأزمة و اجتمعنا جميعا على هذه المستديرة شكراً لكم شرفتونا,1
1345653782223154_1345743382214194,شكرا،و أنا نحبوكم أكثر و الله,1
1346377122150820_1346385482149984,شكراااا يا غالي 💝,1
1348853605236505_1350346231753909,شكرااااااااا من سوريا الاسد لفلسطين,1
1346803562108176_1347228202065712,شكرالاهلينابفلسطين,1
1346843865437479_1348059778649221,شككككرا شعب فلسطين الحبيبة دومتم أوفياء 😢✌❤❤,1
1339189969536202_1339763649478834,شكلك هيك ناوي تنزل عنا ؟ ههههه,1
1346443225477543_1346685832119949,شهيد .. الله_يرحمو,1
1346843865437479_1347061132082419,شو بتعمل بحوارة بحلويات اسطنبول 😂😋😂😂,1
1342430042545528_1349414818513717,شو هده  يادكتور  و لله كلام  موزون,1
1338953806226485_1338987719556427,شوفي كانو انا اخر من يعلم شو صاير,1
1349073751881157_1349079331880599,صااارت 10 وعقبال ال15 ✌✌✌حارسهم غير شكل بس يصد طابه بكيف يا حرام 😂😂😂,1
1346443225477543_1346960012092531,صاحبتي حنان نفسي احكي معها اشتقتلها,1
1341046119350587_1341062432682289,صار ان_شالله قريبا، بالصبر و الحكمه و الإرادة و الذكاء أن شالله، كلنا ثقه بصاحب الجلاله مالك الملك رب العالمين و تكرمه علينا جميعا بنصره الأسود ، اسود الإسلام و العرب ( الرجال الابطال  ، تصدقوا انه الأرض فقدت الكثير من جمالها و رونقها و نعمها لما غابت شمس الحق عن فلسطين و اهلها الأبطال.,1
1349073751881157_1349077025214163,صارت 10 😍✌✌,1
1349073751881157_1349081128547086,صاروا عشرة 😂😂😂,1
1344778688977330_1345066628948536,صباح  الحرية,1
1344778688977330_1349722115149654,صباح الامل والتفاؤل بلغد ..اسعد الله اوقاتكم بكل محبه وسرور,1
1344778688977330_1344780735643792,صباح الخير  يا فلسطين عائدون أن شاء الله,1
1347355318719667_1347379788717220,صباح الخير على اهل فلسطين الحبيبه يسعد صباحك,1
1344778688977330_1345143365607529,صباح الخير وصباح رائحه الوطن الجميل,1
1347355318719667_1347421612046371,صباح الخيرات كلها لأهل بلدنا الطياب,1
1344778688977330_1344785365643329,صباح السعادة,1
1344778688977330_1344949925626873,صباح الشوق😢  صباح التحرير عن قريب.😢 صباح ترابك وهواكي يا فلسطين😢✌✌✌,1
1344778688977330_1344882832300249,صباح العسل,1
1344778688977330_1344783065643559,صباح العسل الك لا فلسطين,1
1347355318719667_1347361192052413,صباح الفل,1
1347355318719667_1347400432048489,صباح الفل,1
1344778688977330_1345955232193009,صباح الفل والياسمين,1
1344778688977330_1344795895642276,صباح النصر,1
1344778688977330_1344783925643473,صباح النور,1
1341046119350587_1341052926016573,صباح النور حلوة,1
1338044766317389_1338374429617756,صباح الوحده وانشاء_الله خير,1
1347355318719667_1347393255382540,صباح الورد,1
1347355318719667_1347406785381187,صباح الورد,1
1347355318719667_1347451162043416,صباح الورد,1
1347355318719667_1347432265378639,صباح الورد,1
1347355318719667_1347365685385297,صباح الورد,1
1344778688977330_1344914458963753,صباح الورد واحنا اشتقنا ل أرضنا,1
1341046119350587_1341050076016858,صباح الورد والامل  يا محبين  فلسطين راجعين على فلسطين بإذن رب العالمين آمين  ⚘🕌⚘,1
1340941039361095_1340987896023076,صباح سكر,1
1341046119350587_1341061836015682,صباح فلسطين الحبيبة صباح النصر ✌,1
1347355318719667_1347357845386081,صباحك حبي,1
1347355318719667_1347371442051388,صباحك خير وبركه ماشاء الله,1
1347355318719667_1347383722050160,صباحك زيت زيتون,1
1347355318719667_1347357588719440,صباحك سكر ❤,1
1340941039361095_1341113682677164,صباحك عسل احنا بنحبك.  متى بدك تزورنا بغزة ونتشرف فيك,1
1344778688977330_1344780118977187,صباحك🌹 راجعيين💔💔💔,1
1347355318719667_1347368722051660,صباحكم.زيتوني,1
1347355318719667_1347416385380227,صباحنا وصباحو  حلو وخير وبركة....حبيب الشعب   الفنان قاسم النجار,1
1344778688977330_1344785038976695,صباحوووو,1
1344778688977330_1345807282207804,صبرا في قرانا المهجره    لوحدها صابره على غناني ستي عايشه   وفينا بتستنى هي وبيوتنا العتيقه والحجاره    وتراب بلدنا    ازرع شتله منها    وعيش على حلم العوده الها باذن الله,1
1345046102283922_1345051178950081,صح,1
1345046102283922_1345341382254394,صح,1
1345046102283922_1345242722264260,صح,1
1342225145899351_1342258749229324,صح,1
1340454732743059_1340457692742763,صح انو ما تفرق اشي وبس شكليا صار مصالحا  بس عالقليله قدام العالم انو تصالحنا وكلنا ايد وحده,1
1338044766317389_1338509379604261,صح لسانك  ومليون لايك بتستاهل  على الله_يصدقوا ان_شاء_الله,1
1348846121903920_1348877138567485,صح لسانك يااصيل .. تحيه للعمالقه الذين رفعو رؤوسنا عاليا .. نعم خرجنا بشرف بكرامه .. ونموت واقفين ولن نركع الا لله .. تحيه للعمالقه تحيه للنسور الابطال والحلم باقي والأمل باقي في كاس اسيا .. وهم الأفضل عربيا  ..حماكم الله_يا رجال الشجعان ... وتحيه لكم وتحيه للشعوب العربيه التي ناصرت وشجعت ورفعت علم سوريا في كل عاصمه من عواصم العالم ..,1
1338819902906542_1339179942870538,صح لسانووو,1
1345046102283922_1345255662262966,صح مية المية و لو بأبسط الامور تقدر تخلق السعادة و السعادة المطلقة تكمن في سجدة طوييييييلة تحاكي فيها ربك على كل ما اهمك و اسعدك و ابكاك 😌,1
1342225145899351_1342225759232623,صح.,1
1338819902906542_1338823936239472,صح... ما بدهم شعبنا يفرح بازالة اكبر محنه واجهها الشعب الفلسطيني..... المصالحه بتحسن من احوالنا و بتقوينا...,1
1346843865437479_1346911068764092,صحه,1
1346843865437479_1348842185237647,صحه وهنا الف_مبروك,1
1345046102283922_1345459115575954,صحيح👍,1
1342225145899351_1342995475822318,صدقت رحم الله رجلا كان بيتا نحتمي به ..من اصدق ما قرأت,1
1338819902906542_1338873452901187,صدقت من يقف ضد مصالحة شعبنا وفصائله ووحدته ..خائن واكبر من خائن معك يا قاسم النجار 💜,1
1346794905442375_1346797508775448,صلااااح ✌✌ الحمدلله 🇪🇬🇪🇬,1
1346794905442375_1346795822108950,صلاح يا عالمي 💪💪💪,1
1338724576249408_1338741212914411,صورة بالف كلمة,1
1340258989429300_1340370049418194,ضاعت فلسطين😣,1
1341268179328381_1341376132650919,ضحكتني,1
1339189969536202_1339227216199144,طايرين من الفرحة واحنا لسا ما شفنا حاجة,1
1339189969536202_1339201019535097,طبعا مبسوطين الحمد_لله بدنا منكم الدعاء وانشودةحلوة  للمصالحة,1
1338819902906542_1339255536196312,طبعا مع المصالحة بكفينا في غزة تعبنا كتير,1
1338819902906542_1340381252750407,طول_بالك الكل مع المصالحه بس سؤال هل عباس سيرضى بابقاء سلاح المقاومة وهل حماس ستقبل تسليم سلاحها للعبس يلي كان اول رد له تأجيل رفع الحصار عن قطاع غزه فبلاش حكي اكبر منك وبلاش تضليل للشعب يلي اصغر واحد فيه بيعرف مين الخون.,1
1338819902906542_1338820826239783,طول_بالك يا زلمه خليها تمشي .. تنعجقش,1
1338724576249408_1338754346246431,ع خير ان_شآء_الله,1
1338724576249408_1338726346249231,ع خيييير يارب ♥♥♥♥♥,1
1346767815445084_1346768738778325,ع راسئ احلئ فنان,1
1338953806226485_1339324352856097,ع طول ياااااااارب ان_شاء_الله ضلو متفقين,1
1344778688977330_1344779468977252,عائدون ان_شاء_الله,1
1346803562108176_1346808618774337,عاااااشت مصر✌✌,1
1346803562108176_1346818432106689,عاااشت فلسطين الشقيقه😍😍,1
1338724576249408_1338732399581959,عاخير انشا_الله,1
2175444775831264_163094494429222,لا اله الا الله  السلام عليكم,1
2175444775831264_177425789504026,الله يرحمهم,1
2175444775831264_163120741093264,كلهم حماس,1
2175444775831264_2175510912491317,نموت وتحيا فلسط,1
2175444775831264_2175499372492471,اهلا وسهلا بل كل,1
2175444775831264_2175491612493247,الله يا رب نحتفل بتحرير فلسطين,1
2175444775831264_163114731093865,نعم للوحدة الوطنيه ✌✌,1
2175444775831264_2175445529164522,❤💘      الله يرحمك ياابوعمار ..,1
2175444775831264_2175477305828011,الله يرحمك ويجعل مثواك الجنة ي غالي,1
2175444775831264_2175510522491356,وطنيه,1
2175444775831264_163093407762664,اخلاق حماس,1
2175444775831264_2175503592492049,اللهم صلي على سيدنا محمد,1
2175444775831264_2175487645826977,دحلان تاج علي راسكم,1
2175444775831264_177425859504019,الفاتحه,1
2175444775831264_2175481722494236,عسل ابو فادي عسل,1
2175444775831264_2175454099163665,احنا مع المصالحه المجتمعيه,1
2175444775831264_2175473049161770,والله كبير يا ابو فادي ..,1
2175444775831264_163098747762130,رحمة الله عليه,1
2175444775831264_2175499095825832,هلايسعدهم ربي,1
2175444775831264_1467553896692674,المصالحة نعم,1
2175444775831264_2175511752491233,حماس وبس والباقي ورق خس,1
2175444775831264_163111461094192,كل التحية والتقدير للدكتور خليل الحية,1
2175444775831264_2175497909159284,صلي عالنبي وروق,1
2175444775831264_163094524429219,حماس وفتح ايد وحدة,1
2175444775831264_163094457762559,وعدونا واحد,1
2175444775831264_177425589504046,لا بشتمش كلنا اولاد بلد واحد,1
2175444775831264_163094344429237,استغفر الله,1
2175444775831264_177425499504055,عاشت حماس,1
2175444775831264_2175499615825780,حيهم نشامى,1
2175444775831264_2175486692493739,ايد وحدة الوحدة طريق النضر,1
2175444775831264_2175500889158986,عاشت الوحدة,1
2175774105798331_2175812115794530,يا مسهل يا رب,1
2175761542466254_2175772245798517,فلسطين حرة أم مهدي,1
2175444775831264_2175467092495699,الله يبعد عنك شر الاعداء وينصركم على من يعاديكم ويوفقكم يارب والله كلنا اخوه,1
2175444775831264_2175459899163085,كل التحيه  للتيار الإصلاحي  الداعم  للمصالحة المجتمعية والقائد محمد دحلان  رمز فتح,1
2175444775831264_2175459659163109,سبحان الله الله يحمي ارض فلسطين وتبطلو دحلان وعباس لانو كلنا شعب واحد وبحركه وحده,1
2175444775831264_2175489665826775,عاشت حماس وجميع الفصائل يجب عليك انك تود الكل لانه هذا شعبك ولاتحقق هدف اسرائيل بانك تشك في هذا وهداك,1
2175444775831264_2175459379163137,أخوكم من الجزائر.    توحيد الصفوف  واجب  أمام. تغيوراة.  و. تقلوباة.  التي تجري في العالم.    ....  وحدتكوم. تورهيبو. العدو.    و.  تجمع. كل. شورفاء. العلم.  مع. فلسطين.  ظلايما أو  مظلوما.  ...مديان. معنوين.   بي الجيسام.   في سبيل الله.       ومن نصرا. الله.      ...  الله. ينصوره.   فلسطين  أرظى  الشهداء.  يختبير. بيها. الله عيباده.,1
2175444775831264_1467559533358777,كلناااا حماااس,1
2175444775831264_2175467035829038,بنتمنى يقدر ابو مازن وقفة حماس والفصايل بالمهرجان,1
2175444775831264_163098921095446,القائد محمد دحلان,1
2175444775831264_2175449062497502,الله يرحموووو,1
2175444775831264_2175449385830803,والله شرف الووطن..هو ابو عماار,1
2175444775831264_2175484855827256,عاشت فلسطين عاشت الوحدة الوطنية,1
2175444775831264_2175468085828933,عاشت فلسطين عاشت الامة الوحدة الوطنية,1
2175444775831264_2175458282496580,الله اهدي النفوس بين الاخوة الفلسطينيه,1
2175444775831264_2175457735829968,ارض الوطن والوطن غالي,1
2175444775831264_2175457269163348,الله يرحمه🤘🤘,1
2175444775831264_2175460379163037,اتشتاق روحك كشوق روحي لرائحه عطرك ؟؟,1
2175444775831264_2175456755830066,الله اكبر,1
2175797469129328_2175805085795233,تبارك الله ارض مباركه,1
2175797469129328_2176096265766115,ما شاء الله,1
2175797469129328_2175900512452357,ياعيني,1
2175797469129328_2175803872462021,الله اسخر,1
2175797469129328_2175878302454578,ربي.يطرح.البركة لزرعكم,1
2175797469129328_2175800459129029,من زمان بدور بدي اشتري من وين,1
2175797469129328_2175903412452067,ما شاء الله,1
2175797469129328_2175870392455369,ما شاء الله عليهم,1
2175797469129328_2175809439128131,بالتوفيق ومزيد من التطور وشيء يفرح,1
2175797469129328_2175957745779967,زغير كتير بس مرة عمرة بيزبط ان شاء الله,1
2175797469129328_2175964845779257,ربي ازيد وبركة في خير وعينكم,1
2175797469129328_2175839205791821,اللهم بارك لهم في زروعهم,1
2175797469129328_2176073145768427,ماشاء الله الله يبارك,1
2175797469129328_2175903459118729,اللهم ارزق اهل غزة النصر وارزقهم من كل الثمرات,1
2175795139129561_2175822159126859,الله يرحمه شهداء,1
2175795139129561_2175812749127800,الله يرحمو,1
2175998865775855_2176007549108320,الله يستر,1
2175990442443364_2176058839103191,الله يستر,1
2175990442443364_2175997032442705,بسم الله,1
2175863005789441_2175925259116549,اخيرا عبروهم 😛,1
2175444775831264_163093411095997,اه وبكل فخر,1
